metric_id,timestamp,window_id,host,cpu_percent,mem_percent,disk_read_bytes,disk_write_bytes,net_in_bytes,net_out_bytes,proc_count,file_open_count,login_count,top_process_hint,metric_note,label,stage,attack_step
M001060,2026-01-20 12:31:00,W021,mon-srv-01,22.7,61.86,127426,147492,16057,9178,120,417,0,prometheus,normal baseline,benign,benign,benign
M001059,2026-01-20 12:31:00,W021,portal-web-01,17.11,56.14,76077,86105,8785,7958,101,344,0,nginx,normal baseline,benign,benign,benign
M001057,2026-01-20 12:31:00,W021,ws-dev-02,22.17,49.02,164846,83747,7277,6788,133,328,1,dev-shell,normal baseline,benign,benign,benign
M001056,2026-01-20 12:31:00,W021,ws-finance-01,29.5,52.4,89940,80041,3828,18000,126,341,1,syswatch,small periodic outbound network peak without matching rich audit context,suspicious,C2,A17
M001063,2026-01-20 12:32:00,W021,file-srv-01,10.76,44.13,176801,93653,8387,11420,96,418,0,smbd,normal baseline,benign,benign,benign
M001065,2026-01-20 12:32:00,W021,mon-srv-01,21.27,61.2,176798,203503,17196,5541,113,425,0,prometheus,normal baseline,benign,benign,benign
M001064,2026-01-20 12:32:00,W021,portal-web-01,20.11,56.67,95180,92080,4331,6316,101,347,0,nginx,normal baseline,benign,benign,benign
M001062,2026-01-20 12:32:00,W021,ws-dev-02,20.31,49.98,148513,109555,9592,6008,127,366,1,dev-shell,normal baseline,benign,benign,benign
M001061,2026-01-20 12:32:00,W021,ws-finance-01,13.23,46.64,77686,82625,5584,3707,111,329,1,office-apps,normal baseline,benign,benign,benign
M001068,2026-01-20 12:33:00,W021,file-srv-01,15.72,43.2,219872,106076,8429,13701,91,425,0,smbd,normal baseline,benign,benign,benign
M001070,2026-01-20 12:33:00,W021,mon-srv-01,22.58,62.56,96103,162811,12308,9708,115,418,0,prometheus,normal baseline,benign,benign,benign
M001069,2026-01-20 12:33:00,W021,portal-web-01,33.4,55.47,108684,102997,12049,18000,116,366,1,portal-sync,small periodic outbound network peak without matching rich audit context,suspicious,C2,A17
M001067,2026-01-20 12:33:00,W021,ws-dev-02,25.64,49.65,164226,111968,2723,3133,125,377,1,dev-shell,normal baseline,benign,benign,benign
M001066,2026-01-20 12:33:00,W021,ws-finance-01,15.54,46.07,84015,61333,4799,3934,109,318,1,office-apps,normal baseline,benign,benign,benign
M001073,2026-01-20 12:34:00,W021,file-srv-01,14.32,42.69,119663,117184,1269,6009,92,417,0,smbd,normal baseline,benign,benign,benign
M001075,2026-01-20 12:34:00,W021,mon-srv-01,18.29,60.16,105477,200413,10081,9866,120,404,0,prometheus,normal baseline,benign,benign,benign
M001074,2026-01-20 12:34:00,W021,portal-web-01,19.93,56.31,89465,91273,9411,7425,98,359,0,nginx,normal baseline,benign,benign,benign
M001072,2026-01-20 12:34:00,W021,ws-dev-02,22.95,49.76,83424,94483,6150,6596,122,381,1,dev-shell,normal baseline,benign,benign,benign
M001071,2026-01-20 12:34:00,W021,ws-finance-01,16.79,46.74,102498,76124,5393,4788,111,305,1,office-apps,normal baseline,benign,benign,benign
M001078,2026-01-20 12:35:00,W021,file-srv-01,18.08,43.2,226959,63092,7738,10050,96,417,0,smbd,normal baseline,benign,benign,benign
M001080,2026-01-20 12:35:00,W021,mon-srv-01,21.03,63.08,131679,151148,12070,15081,117,394,0,prometheus,normal baseline,benign,benign,benign
M001079,2026-01-20 12:35:00,W021,portal-web-01,18.53,57.14,83505,115775,9037,9322,106,383,0,nginx,normal baseline,benign,benign,benign
M001077,2026-01-20 12:35:00,W021,ws-dev-02,19.93,51.47,128277,148814,6781,4908,121,337,1,dev-shell,normal baseline,benign,benign,benign
M001076,2026-01-20 12:35:00,W021,ws-finance-01,19.0,47.62,98847,84683,3894,4521,110,331,1,office-apps,normal baseline,benign,benign,benign
M001083,2026-01-20 12:36:00,W021,file-srv-01,14.01,42.13,189811,82207,6800,15046,89,437,0,smbd,normal baseline,benign,benign,benign
M001085,2026-01-20 12:36:00,W021,mon-srv-01,19.03,62.03,119790,207495,9726,9943,122,418,0,prometheus,normal baseline,benign,benign,benign
M001084,2026-01-20 12:36:00,W021,portal-web-01,20.57,55.6,70853,139134,10435,6369,102,395,0,nginx,normal baseline,benign,benign,benign
M001082,2026-01-20 12:36:00,W021,ws-dev-02,18.74,49.81,126615,154844,6465,5951,123,356,1,dev-shell,normal baseline,benign,benign,benign
M001081,2026-01-20 12:36:00,W021,ws-finance-01,13.07,46.29,67189,91008,5125,2912,113,277,1,office-apps,normal baseline,benign,benign,benign
M001088,2026-01-20 12:37:00,W021,file-srv-01,12.77,41.72,145511,79863,9594,10924,91,397,0,smbd,normal baseline,benign,benign,benign
M001090,2026-01-20 12:37:00,W021,mon-srv-01,19.12,62.06,127821,245846,18469,8707,117,432,0,prometheus,normal baseline,benign,benign,benign
M001089,2026-01-20 12:37:00,W021,portal-web-01,21.59,57.01,97199,114215,13100,9014,103,412,0,nginx,normal baseline,benign,benign,benign
M001087,2026-01-20 12:37:00,W021,ws-dev-02,21.59,51.03,154582,117138,6427,4399,126,360,1,dev-shell,normal baseline,benign,benign,benign
M001086,2026-01-20 12:37:00,W021,ws-finance-01,17.08,45.8,82754,78149,4932,3702,108,329,1,office-apps,normal baseline,benign,benign,benign
M001093,2026-01-20 12:38:00,W021,file-srv-01,13.65,41.58,192588,91928,8829,11036,92,405,0,smbd,normal baseline,benign,benign,benign
M001095,2026-01-20 12:38:00,W021,mon-srv-01,26.05,62.92,156614,153450,20570,9255,115,407,0,prometheus,normal baseline,benign,benign,benign
M001094,2026-01-20 12:38:00,W021,portal-web-01,18.56,56.51,74859,86815,7595,5872,105,370,0,nginx,normal baseline,benign,benign,benign
M001092,2026-01-20 12:38:00,W021,ws-dev-02,21.37,51.83,101900,94302,6749,4988,123,354,1,dev-shell,normal baseline,benign,benign,benign
M001091,2026-01-20 12:38:00,W021,ws-finance-01,15.16,46.61,54358,60600,4162,4688,111,311,1,office-apps,normal baseline,benign,benign,benign
M001098,2026-01-20 12:39:00,W021,file-srv-01,16.52,42.94,202632,100206,8891,12074,94,420,0,smbd,normal baseline,benign,benign,benign
M001100,2026-01-20 12:39:00,W021,mon-srv-01,22.51,62.68,148045,172173,14242,6510,114,423,0,prometheus,normal baseline,benign,benign,benign
M001099,2026-01-20 12:39:00,W021,portal-web-01,19.56,55.19,99775,108834,12301,12773,100,366,0,nginx,normal baseline,benign,benign,benign
M001097,2026-01-20 12:39:00,W021,ws-dev-02,22.71,49.91,138495,68988,6998,5502,129,369,1,dev-shell,normal baseline,benign,benign,benign
M001096,2026-01-20 12:39:00,W021,ws-finance-01,29.5,52.4,96231,94144,2832,18000,126,341,1,syswatch,small periodic outbound network peak without matching rich audit context,suspicious,C2,A18
M001103,2026-01-20 12:40:00,W022,file-srv-01,14.71,41.82,155502,71867,8746,9053,99,405,0,smbd,normal baseline,benign,benign,benign
M001105,2026-01-20 12:40:00,W022,mon-srv-01,22.86,60.54,117471,113264,14868,11067,114,394,0,prometheus,normal baseline,benign,benign,benign
M001104,2026-01-20 12:40:00,W022,portal-web-01,16.85,56.13,98068,96189,8871,11901,103,396,0,nginx,normal baseline,benign,benign,benign
M001102,2026-01-20 12:40:00,W022,ws-dev-02,17.88,49.87,148608,82522,4096,3263,127,369,1,dev-shell,normal baseline,benign,benign,benign
M001101,2026-01-20 12:40:00,W022,ws-finance-01,15.93,44.81,78791,80676,4766,3845,112,290,1,office-apps,normal baseline,benign,benign,benign
M001108,2026-01-20 12:41:00,W022,file-srv-01,11.35,42.04,128063,94947,6139,11713,89,421,0,smbd,normal baseline,benign,benign,benign
M001110,2026-01-20 12:41:00,W022,mon-srv-01,22.91,60.35,90108,131829,8234,11596,114,399,0,prometheus,normal baseline,benign,benign,benign
M001109,2026-01-20 12:41:00,W022,portal-web-01,20.74,55.75,93837,108103,3044,4810,104,365,0,nginx,normal baseline,benign,benign,benign
M001107,2026-01-20 12:41:00,W022,ws-dev-02,22.8,47.03,139370,118676,7644,6544,131,322,1,dev-shell,normal baseline,benign,benign,benign
M001106,2026-01-20 12:41:00,W022,ws-finance-01,17.16,45.86,75707,81364,3817,2849,112,277,1,office-apps,normal baseline,benign,benign,benign
M001113,2026-01-20 12:42:00,W022,file-srv-01,14.79,41.52,199800,94574,6803,13040,91,425,0,smbd,normal baseline,benign,benign,benign
M001115,2026-01-20 12:42:00,W022,mon-srv-01,17.11,60.79,166492,158266,11767,14078,124,418,0,prometheus,normal baseline,benign,benign,benign
M001114,2026-01-20 12:42:00,W022,portal-web-01,17.3,55.89,83912,86037,12720,8697,99,370,0,nginx,normal baseline,benign,benign,benign
M001112,2026-01-20 12:42:00,W022,ws-dev-02,22.5,49.84,152073,107560,7186,4849,124,374,1,dev-shell,normal baseline,benign,benign,benign
M001111,2026-01-20 12:42:00,W022,ws-finance-01,18.98,46.86,121995,48502,6261,4648,114,319,1,office-apps,normal baseline,benign,benign,benign
M001118,2026-01-20 12:43:00,W022,file-srv-01,13.5,42.44,164090,103029,5491,9859,94,408,0,smbd,normal baseline,benign,benign,benign
M001120,2026-01-20 12:43:00,W022,mon-srv-01,21.63,62.36,126254,180623,9355,6479,117,407,0,prometheus,normal baseline,benign,benign,benign
M001119,2026-01-20 12:43:00,W022,portal-web-01,18.54,54.29,78495,93332,11978,6943,104,352,0,nginx,normal baseline,benign,benign,benign
M001117,2026-01-20 12:43:00,W022,ws-dev-02,18.26,50.7,113012,142767,4146,3842,124,321,1,dev-shell,normal baseline,benign,benign,benign
M001116,2026-01-20 12:43:00,W022,ws-finance-01,15.88,44.85,104130,79708,1938,2632,116,363,1,office-apps,normal baseline,benign,benign,benign
M001123,2026-01-20 12:44:00,W022,file-srv-01,15.13,43.07,203496,105051,9510,6506,92,437,0,smbd,normal baseline,benign,benign,benign
M001125,2026-01-20 12:44:00,W022,mon-srv-01,22.44,60.86,142343,191892,15157,7667,113,423,0,prometheus,normal baseline,benign,benign,benign
M001124,2026-01-20 12:44:00,W022,portal-web-01,20.11,55.06,92711,95655,8863,11317,105,379,0,nginx,normal baseline,benign,benign,benign
M001122,2026-01-20 12:44:00,W022,ws-dev-02,22.4,51.52,97810,130315,4717,5026,126,365,1,dev-shell,normal baseline,benign,benign,benign
M001121,2026-01-20 12:44:00,W022,ws-finance-01,15.84,46.7,83688,112880,6566,1631,110,324,1,office-apps,normal baseline,benign,benign,benign
M001128,2026-01-20 12:45:00,W022,file-srv-01,18.91,41.74,144560,84282,7949,13407,98,412,0,smbd,normal baseline,benign,benign,benign
M001130,2026-01-20 12:45:00,W022,mon-srv-01,22.28,63.53,140496,163728,14709,11778,118,415,0,prometheus,normal baseline,benign,benign,benign
M001129,2026-01-20 12:45:00,W022,portal-web-01,16.27,55.57,82959,102284,12992,10193,106,369,0,nginx,normal baseline,benign,benign,benign
M001127,2026-01-20 12:45:00,W022,ws-dev-02,18.38,48.97,117787,106522,4685,5874,125,333,1,dev-shell,normal baseline,benign,benign,benign
M001126,2026-01-20 12:45:00,W022,ws-finance-01,14.99,43.03,98287,91857,5692,4062,118,286,1,office-apps,normal baseline,benign,benign,benign
M001133,2026-01-20 12:46:00,W022,file-srv-01,13.86,41.55,134659,75530,8664,12270,88,463,0,smbd,normal baseline,benign,benign,benign
M001135,2026-01-20 12:46:00,W022,mon-srv-01,19.77,61.0,140882,182034,14642,9559,114,388,0,prometheus,normal baseline,benign,benign,benign
M001134,2026-01-20 12:46:00,W022,portal-web-01,33.4,54.95,102954,104984,8290,18000,116,386,1,portal-sync,small periodic outbound network peak without matching rich audit context,suspicious,C2,A18
M001132,2026-01-20 12:46:00,W022,ws-dev-02,21.43,51.07,86861,135909,3882,4888,126,364,1,dev-shell,normal baseline,benign,benign,benign
M001131,2026-01-20 12:46:00,W022,ws-finance-01,14.33,46.14,80104,89970,4485,5067,116,334,1,office-apps,normal baseline,benign,benign,benign
M001138,2026-01-20 12:47:00,W022,file-srv-01,14.41,43.87,238389,64471,9087,10490,92,431,0,smbd,normal baseline,benign,benign,benign
M001140,2026-01-20 12:47:00,W022,mon-srv-01,21.88,62.05,130442,193663,9376,8388,118,388,0,prometheus,normal baseline,benign,benign,benign
M001139,2026-01-20 12:47:00,W022,portal-web-01,15.62,55.99,87890,136116,10521,9165,101,365,0,nginx,normal baseline,benign,benign,benign
M001137,2026-01-20 12:47:00,W022,ws-dev-02,19.08,49.79,148919,114488,6509,4735,132,337,1,dev-shell,normal baseline,benign,benign,benign
M001136,2026-01-20 12:47:00,W022,ws-finance-01,11.82,46.34,66668,107405,5230,2592,111,298,1,office-apps,normal baseline,benign,benign,benign
M001143,2026-01-20 12:48:00,W022,file-srv-01,15.17,41.73,155564,78942,7630,9024,96,458,0,smbd,normal baseline,benign,benign,benign
M001145,2026-01-20 12:48:00,W022,mon-srv-01,20.76,60.87,177965,193671,8218,10441,114,401,0,prometheus,normal baseline,benign,benign,benign
M001144,2026-01-20 12:48:00,W022,portal-web-01,16.9,53.73,100143,99459,5563,8102,99,383,0,nginx,normal baseline,benign,benign,benign
M001142,2026-01-20 12:48:00,W022,ws-dev-02,21.24,50.33,148289,116150,5578,3839,126,370,1,dev-shell,normal baseline,benign,benign,benign
M001141,2026-01-20 12:48:00,W022,ws-finance-01,15.67,44.43,94660,66094,6086,3966,112,327,1,office-apps,normal baseline,benign,benign,benign
M001148,2026-01-20 12:49:00,W022,file-srv-01,13.25,42.31,167870,91125,10132,11801,89,455,0,smbd,normal baseline,benign,benign,benign
M001150,2026-01-20 12:49:00,W022,mon-srv-01,20.35,61.83,196978,149308,19487,10632,118,381,0,prometheus,normal baseline,benign,benign,benign
M001149,2026-01-20 12:49:00,W022,portal-web-01,15.96,54.29,91339,81090,8099,10044,107,372,0,nginx,normal baseline,benign,benign,benign
M001147,2026-01-20 12:49:00,W022,ws-dev-02,16.98,49.33,100491,97437,8900,5361,125,348,1,dev-shell,normal baseline,benign,benign,benign
M001146,2026-01-20 12:49:00,W022,ws-finance-01,19.03,44.97,102264,54986,5131,4255,112,294,1,office-apps,normal baseline,benign,benign,benign
M001153,2026-01-20 12:50:00,W023,file-srv-01,19.28,42.17,138641,107003,5626,11166,97,463,0,smbd,normal baseline,benign,benign,benign
M001155,2026-01-20 12:50:00,W023,mon-srv-01,26.4,61.72,117108,161597,9679,7476,117,409,0,prometheus,normal baseline,benign,benign,benign
M001154,2026-01-20 12:50:00,W023,portal-web-01,20.93,55.53,88002,100284,8921,12960,103,352,0,nginx,normal baseline,benign,benign,benign
M001152,2026-01-20 12:50:00,W023,ws-dev-02,18.76,49.21,132716,113669,9138,5647,126,343,1,dev-shell,normal baseline,benign,benign,benign
M001151,2026-01-20 12:50:00,W023,ws-finance-01,16.1,45.89,91510,88596,2827,3292,108,310,1,office-apps,normal baseline,benign,benign,benign
M001158,2026-01-20 12:51:00,W023,file-srv-01,18.38,42.16,221541,116814,5645,8540,94,434,0,smbd,normal baseline,benign,benign,benign
M001160,2026-01-20 12:51:00,W023,mon-srv-01,21.26,60.93,106768,168131,14218,5496,116,415,0,prometheus,normal baseline,benign,benign,benign
M001159,2026-01-20 12:51:00,W023,portal-web-01,16.74,55.8,82083,92362,8650,4279,105,376,0,nginx,normal baseline,benign,benign,benign
M001157,2026-01-20 12:51:00,W023,ws-dev-02,17.99,51.0,125499,139111,5799,4202,127,337,1,dev-shell,normal baseline,benign,benign,benign
M001156,2026-01-20 12:51:00,W023,ws-finance-01,12.76,47.05,50936,68791,4361,4886,109,302,1,office-apps,normal baseline,benign,benign,benign
M001163,2026-01-20 12:52:00,W023,file-srv-01,13.53,43.05,205612,61944,6044,10060,87,402,0,smbd,normal baseline,benign,benign,benign
M001165,2026-01-20 12:52:00,W023,mon-srv-01,24.56,61.91,163258,228281,19349,8946,111,363,0,prometheus,normal baseline,benign,benign,benign
M001164,2026-01-20 12:52:00,W023,portal-web-01,18.63,55.11,93655,112246,10724,10225,102,374,0,nginx,normal baseline,benign,benign,benign
M001162,2026-01-20 12:52:00,W023,ws-dev-02,21.24,49.65,161520,116574,5435,5964,125,343,1,dev-shell,normal baseline,benign,benign,benign
M001161,2026-01-20 12:52:00,W023,ws-finance-01,15.03,46.06,105055,59789,4183,3292,112,272,1,office-apps,normal baseline,benign,benign,benign
M001168,2026-01-20 12:53:00,W023,file-srv-01,10.77,42.01,185939,84578,10578,5416,97,451,0,smbd,normal baseline,benign,benign,benign
M001170,2026-01-20 12:53:00,W023,mon-srv-01,25.47,60.26,95069,220927,13790,12514,124,391,0,prometheus,normal baseline,benign,benign,benign
M001169,2026-01-20 12:53:00,W023,portal-web-01,15.5,55.45,118917,114718,9694,7489,101,377,0,nginx,normal baseline,benign,benign,benign
M001167,2026-01-20 12:53:00,W023,ws-dev-02,22.31,48.32,133628,50280,5718,4204,125,382,1,dev-shell,normal baseline,benign,benign,benign
M001166,2026-01-20 12:53:00,W023,ws-finance-01,15.49,45.83,85064,86423,5661,4208,110,303,1,office-apps,normal baseline,benign,benign,benign
M001173,2026-01-20 12:54:00,W023,file-srv-01,14.38,41.88,226584,97774,8048,13068,89,404,0,smbd,normal baseline,benign,benign,benign
M001175,2026-01-20 12:54:00,W023,mon-srv-01,21.96,59.94,143247,151014,16377,13766,120,424,0,prometheus,normal baseline,benign,benign,benign
M001174,2026-01-20 12:54:00,W023,portal-web-01,17.79,54.97,89282,154371,10867,6843,101,378,0,nginx,normal baseline,benign,benign,benign
M001172,2026-01-20 12:54:00,W023,ws-dev-02,20.4,48.2,158539,74300,5021,4362,122,385,1,dev-shell,normal baseline,benign,benign,benign
M001171,2026-01-20 12:54:00,W023,ws-finance-01,19.46,46.73,74289,66220,3149,4806,115,341,1,office-apps,normal baseline,benign,benign,benign
M001178,2026-01-20 12:55:00,W023,file-srv-01,17.7,43.69,208953,103995,6709,12705,96,389,0,smbd,normal baseline,benign,benign,benign
M001180,2026-01-20 12:55:00,W023,mon-srv-01,22.24,62.17,137454,127661,16128,12172,115,387,0,prometheus,normal baseline,benign,benign,benign
M001179,2026-01-20 12:55:00,W023,portal-web-01,19.68,53.35,79081,115788,12809,8106,104,328,0,nginx,normal baseline,benign,benign,benign
M001177,2026-01-20 12:55:00,W023,ws-dev-02,20.16,50.2,85172,154835,6961,5004,125,368,1,dev-shell,normal baseline,benign,benign,benign
M001176,2026-01-20 12:55:00,W023,ws-finance-01,29.5,52.4,84789,91318,3684,18000,126,341,1,syswatch,small periodic outbound network peak without matching rich audit context,suspicious,C2,A18
M001183,2026-01-20 12:56:00,W023,file-srv-01,14.36,41.59,220842,79540,9090,8683,95,424,0,smbd,normal baseline,benign,benign,benign
M001185,2026-01-20 12:56:00,W023,mon-srv-01,26.31,60.53,120748,203485,15004,12935,118,409,0,prometheus,normal baseline,benign,benign,benign
M001184,2026-01-20 12:56:00,W023,portal-web-01,16.97,51.37,88217,105614,7079,10847,104,362,0,nginx,normal baseline,benign,benign,benign
M001182,2026-01-20 12:56:00,W023,ws-dev-02,20.38,49.85,105370,130143,6484,7728,119,363,1,dev-shell,normal baseline,benign,benign,benign
M001181,2026-01-20 12:56:00,W023,ws-finance-01,15.4,44.58,95693,66688,6665,4306,111,293,1,office-apps,normal baseline,benign,benign,benign
M001188,2026-01-20 12:57:00,W023,file-srv-01,13.44,41.15,167316,93240,11667,9861,92,423,0,smbd,normal baseline,benign,benign,benign
M001190,2026-01-20 12:57:00,W023,mon-srv-01,20.66,60.35,142296,211995,17186,6093,117,420,0,prometheus,normal baseline,benign,benign,benign
M001189,2026-01-20 12:57:00,W023,portal-web-01,19.19,54.87,104556,115826,15173,6931,100,376,0,nginx,normal baseline,benign,benign,benign
M001187,2026-01-20 12:57:00,W023,ws-dev-02,21.6,49.62,122231,129000,8084,3105,127,325,1,dev-shell,normal baseline,benign,benign,benign
M001186,2026-01-20 12:57:00,W023,ws-finance-01,17.76,45.53,84952,74223,5409,5332,109,311,1,office-apps,normal baseline,benign,benign,benign
M001193,2026-01-20 12:58:00,W023,file-srv-01,14.6,40.72,196717,81235,8104,10161,94,393,0,smbd,normal baseline,benign,benign,benign
M001195,2026-01-20 12:58:00,W023,mon-srv-01,18.72,61.39,96176,185148,16340,11614,118,410,0,prometheus,normal baseline,benign,benign,benign
