event_id,is_attack_event,stage,is_removed_in_corrupted,attack_step,description
B003956,0,benign,0,benign,normal test file read
B004303,0,benign,0,benign,normal test file read
B005121,0,benign,0,benign,normal test file read
B005276,0,benign,0,benign,normal test file read
B002041,0,benign,0,benign,collect syslog stream from ws-dev-02
B004052,0,benign,0,benign,desktop metadata update
B002043,0,benign,0,benign,imap mail synchronization
B002044,0,benign,0,benign,update mail cache
B002046,0,benign,0,benign,normal internal https request
B002047,0,benign,0,benign,append benign portal access log
B002039,0,benign,0,benign,append log ingestion summary
B005583,0,benign,0,benign,normal spreadsheet read
B002042,0,benign,0,benign,collect syslog stream from portal-web-01
B004313,0,benign,0,benign,normal network sensor write
B003572,0,benign,0,benign,normal metric wal write
B005023,0,benign,0,benign,normal metric wal write
B002045,0,benign,0,benign,normal local development/test activity
B002040,0,benign,0,benign,collect syslog stream from ws-finance-01
B005462,0,benign,0,benign,normal test file read
B002048,0,benign,0,benign,scrape node_exporter on ws-finance-01
E0049,1,C2,0,A17,read local session state before beacon
B004412,0,benign,0,benign,normal web access log append
B002051,0,benign,0,benign,scrape node_exporter on portal-web-01
B002050,0,benign,0,benign,scrape node_exporter on file-srv-01
B002049,0,benign,0,benign,scrape node_exporter on ws-dev-02
B004354,0,benign,0,benign,normal web access log append
B004914,0,benign,0,benign,normal spreadsheet read
B002055,0,benign,0,benign,normal document access
B002059,0,benign,0,benign,normal smb/nfs shared file access
B002060,0,benign,0,benign,normal internal https request
B002061,0,benign,0,benign,append benign portal access log
B002062,0,benign,0,benign,serve internal portal request
B002056,0,benign,0,benign,autosave office document
B002057,0,benign,0,benign,normal developer ssh to portal
B002058,0,benign,0,benign,normal developer ssh accepted
B002052,0,benign,0,benign,append log ingestion summary
B002053,0,benign,0,benign,open internal portal page
B002054,0,benign,0,benign,update browser portal cache
B005536,0,benign,0,benign,normal docker metadata read
B005301,0,benign,0,benign,normal metric wal write
B004789,0,benign,0,benign,normal network sensor write
B004065,0,benign,0,benign,normal spreadsheet read
B004476,0,benign,0,benign,normal rsync log append
B005003,0,benign,0,benign,normal docker metadata read
B002065,0,benign,0,benign,normal internal https request
B002066,0,benign,0,benign,append benign portal access log
B004844,0,benign,0,benign,browser cache read
B002064,0,benign,0,benign,normal local development/test activity
B002063,0,benign,0,benign,append log ingestion summary
B004646,0,benign,0,benign,browser cache read
B005128,0,benign,0,benign,normal test file read
B005373,0,benign,0,benign,normal metric wal write
B003924,0,benign,0,benign,normal build command
B005311,0,benign,0,benign,normal metric wal write
B004904,0,benign,0,benign,normal metric wal write
B002068,0,benign,0,benign,scrape node_exporter on ws-dev-02
B004568,0,benign,0,benign,normal docker metadata read
B004090,0,benign,0,benign,normal build command
B004968,0,benign,0,benign,normal rsync log append
B002073,0,benign,0,benign,normal internal https request
B002074,0,benign,0,benign,append benign portal access log
B002067,0,benign,0,benign,scrape node_exporter on ws-finance-01
B003866,0,benign,0,benign,browser cache read
B002069,0,benign,0,benign,scrape node_exporter on file-srv-01
B002070,0,benign,0,benign,scrape node_exporter on portal-web-01
B005381,0,benign,0,benign,normal build command
B005500,0,benign,0,benign,desktop metadata update
B002071,0,benign,0,benign,append log ingestion summary
B005426,0,benign,0,benign,normal portal config read
B003745,0,benign,0,benign,normal spreadsheet read
B004647,0,benign,0,benign,normal rsync log append
B003600,0,benign,0,benign,normal rsync log append
B005203,0,benign,0,benign,normal network sensor write
B002072,0,benign,0,benign,normal smb/nfs shared file access
B002075,0,benign,0,benign,append log ingestion summary
B004533,0,benign,0,benign,normal docker metadata read
B004145,0,benign,0,benign,normal docker metadata read
B005513,0,benign,0,benign,normal rsync log append
E0044,1,C2,1,A18,periodic tls-like beacon to c2
B002078,0,benign,0,benign,normal package/source repository access
B004682,0,benign,0,benign,normal build command
B002079,0,benign,0,benign,normal development file/cache update
B005015,0,benign,0,benign,normal network sensor write
B002076,0,benign,0,benign,open internal portal page
B002077,0,benign,0,benign,update browser portal cache
B002080,0,benign,0,benign,normal internal https request
B002081,0,benign,0,benign,append benign portal access log
B002082,0,benign,0,benign,serve internal portal request
B002095,0,benign,0,benign,benign package metadata check
B005086,0,benign,0,benign,desktop metadata update
B002086,0,benign,0,benign,scrape node_exporter on portal-web-01
B002083,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002091,0,benign,0,benign,normal document access
B002084,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002092,0,benign,0,benign,autosave office document
B002096,0,benign,0,benign,benign package cache update
B002093,0,benign,0,benign,imap mail synchronization
B002094,0,benign,0,benign,update mail cache
B002090,0,benign,0,benign,collect syslog stream from portal-web-01
B002085,0,benign,0,benign,scrape node_exporter on file-srv-01
B004470,0,benign,0,benign,normal portal config read
B002088,0,benign,0,benign,collect syslog stream from ws-finance-01
B002097,0,benign,0,benign,normal smb/nfs shared file access
B002087,0,benign,0,benign,append log ingestion summary
B002098,0,benign,0,benign,normal internal https request
B002099,0,benign,0,benign,append benign portal access log
B002089,0,benign,0,benign,collect syslog stream from ws-dev-02
B005050,0,benign,0,benign,normal build command
B005130,0,benign,0,benign,normal test file read
B003768,0,benign,0,benign,browser cache read
B002100,0,benign,0,benign,append log ingestion summary
B002104,0,benign,0,benign,normal internal https request
B002105,0,benign,0,benign,append benign portal access log
B004416,0,benign,0,benign,normal build command
B003570,0,benign,0,benign,normal network sensor write
B005277,0,benign,0,benign,normal rsync log append
B005354,0,benign,0,benign,normal network sensor write
B002101,0,benign,0,benign,normal developer ssh to portal
B002102,0,benign,0,benign,normal developer ssh accepted
B002103,0,benign,0,benign,normal local development/test activity
B004495,0,benign,0,benign,normal shared file read
B005026,0,benign,0,benign,normal portal config read
B004425,0,benign,0,benign,normal test file read
B004247,0,benign,0,benign,normal spreadsheet read
B002110,0,benign,0,benign,append log ingestion summary
B002106,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002109,0,benign,0,benign,scrape node_exporter on portal-web-01
B002108,0,benign,0,benign,scrape node_exporter on file-srv-01
B003829,0,benign,0,benign,normal test file read
B002107,0,benign,0,benign,scrape node_exporter on ws-dev-02
B005148,0,benign,0,benign,normal network sensor write
B004564,0,benign,0,benign,normal shared file read
B005171,0,benign,0,benign,normal docker metadata read
B002111,0,benign,0,benign,open internal portal page
B002112,0,benign,0,benign,update browser portal cache
B004277,0,benign,0,benign,normal metric wal write
B003703,0,benign,0,benign,normal build command
B004500,0,benign,0,benign,normal web access log append
B002114,0,benign,0,benign,normal internal https request
B002115,0,benign,0,benign,append benign portal access log
B003798,0,benign,0,benign,normal test file read
B002116,0,benign,0,benign,serve internal portal request
B002113,0,benign,0,benign,normal smb/nfs shared file access
B005490,0,benign,0,benign,normal docker metadata read
B003922,0,benign,0,benign,normal test file read
B002119,0,benign,0,benign,normal internal https request
B002120,0,benign,0,benign,append benign portal access log
B002117,0,benign,0,benign,append log ingestion summary
B004670,0,benign,0,benign,normal web access log append
B004608,0,benign,0,benign,normal metric wal write
B002118,0,benign,0,benign,normal local development/test activity
B004781,0,benign,0,benign,normal metric wal write
B004708,0,benign,0,benign,normal build command
B005469,0,benign,0,benign,normal portal config read
B002121,0,benign,0,benign,scrape node_exporter on ws-finance-01
B004794,0,benign,0,benign,normal build command
B002123,0,benign,0,benign,scrape node_exporter on file-srv-01
B002124,0,benign,0,benign,scrape node_exporter on portal-web-01
B002122,0,benign,0,benign,scrape node_exporter on ws-dev-02
B005102,0,benign,0,benign,browser cache read
B002129,0,benign,0,benign,normal internal https request
B002130,0,benign,0,benign,append benign portal access log
B003797,0,benign,0,benign,desktop metadata update
B002126,0,benign,0,benign,normal document access
B002131,0,benign,0,benign,benign log rotation
E0050,1,C2,0,A18,read portal helper before beacon
B002132,0,benign,0,benign,create new access log
B002127,0,benign,0,benign,autosave office document
B002128,0,benign,0,benign,normal smb/nfs shared file access
B003896,0,benign,0,benign,normal spreadsheet read
B003920,0,benign,0,benign,normal spreadsheet read
B002125,0,benign,0,benign,append log ingestion summary
B004305,0,benign,0,benign,normal build command
B002139,0,benign,0,benign,imap mail synchronization
B005047,0,benign,0,benign,normal rsync log append
B002140,0,benign,0,benign,update mail cache
B005140,0,benign,0,benign,normal rsync log append
B004867,0,benign,0,benign,normal build command
B002137,0,benign,0,benign,open internal portal page
B002138,0,benign,0,benign,update browser portal cache
B002142,0,benign,0,benign,normal internal https request
B002143,0,benign,0,benign,append benign portal access log
B002144,0,benign,0,benign,serve internal portal request
B002141,0,benign,0,benign,normal local development/test activity
B002135,0,benign,0,benign,collect syslog stream from ws-dev-02
B002136,0,benign,0,benign,collect syslog stream from portal-web-01
B002134,0,benign,0,benign,collect syslog stream from ws-finance-01
B002133,0,benign,0,benign,append log ingestion summary
B004027,0,benign,0,benign,normal rsync log append
B002150,0,benign,0,benign,normal developer ssh to portal
B002146,0,benign,0,benign,scrape node_exporter on ws-dev-02
B002151,0,benign,0,benign,normal developer ssh accepted
B005512,0,benign,0,benign,normal shared file read
B003737,0,benign,0,benign,normal portal config read
B002145,0,benign,0,benign,scrape node_exporter on ws-finance-01
B002147,0,benign,0,benign,scrape node_exporter on file-srv-01
B002154,0,benign,0,benign,normal smb/nfs shared file access
E0045,1,C2,1,A18,periodic tls-like beacon to c2
B002148,0,benign,0,benign,scrape node_exporter on portal-web-01
B004982,0,benign,0,benign,normal docker metadata read
B005219,0,benign,0,benign,normal build command
B002149,0,benign,0,benign,append log ingestion summary
B005502,0,benign,0,benign,normal shared file read
B002152,0,benign,0,benign,normal package/source repository access
B002153,0,benign,0,benign,normal development file/cache update
B002155,0,benign,0,benign,normal internal https request
B002156,0,benign,0,benign,append benign portal access log
